Paper ID,Paper Title,Author(s),Session,Oral
1728,Learning Oracle Attention for High-Fidelity Face Completion,"Tong Zhou, Changxing Ding, Shaowen Lin, Xinchao Wang, Dacheng Tao","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
1791,Deep Image Spatial Transformation for Person Image Generation,"Yurui Ren, Xiaoming Yu, Junming Chen, Thomas H. Li, Ge Li","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
1888,Learning to Optimize on SPD Manifolds,"Zhi Gao, Yuwei Wu, Yunde Jia, Mehrtash Harandi","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
1978,Deep 3D Portrait From a Single Image,"Sicheng Xu, Jiaolong Yang, Dong Chen, Fang Wen, Yu Deng, Yunde Jia, Xin Tong","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2081,RDCFace: Radial Distortion Correction for Face Recognition,"He Zhao, Xianghua Ying, Yongjie Shi, Xin Tong, Jingsi Wen, Hongbin Zha","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2189,Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,"Yaobin Zhang, Weihong Deng, Mei Wang, Jiani Hu, Xian Li, Dongyue Zhao, Dongchao Wen","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2385,MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,"Shuchen Weng, Wenbo Li, Dawei Li, Hongxia Jin, Boxin Shi","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2512,SAINT: Spatially Aware Interpolation NeTwork for Medical Slice Synthesis,"Cheng Peng, Wei-An Lin, Haofu Liao, Rama Chellappa, S. Kevin Zhou","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2846,Recurrent Feature Reasoning for Image Inpainting,"Jingyuan Li, Ning Wang, Lefei Zhang, Bo Du, Dacheng Tao","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2888,Structure-Preserving Super Resolution With Gradient Guidance,"Cheng Ma, Yongming Rao, Yean Cheng, Ce Chen, Jiwen Lu, Jie Zhou","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
2966,Epipolar Transformers,"Yihui He, Rui Yan, Katerina Fragkiadaki, Shoou-I Yu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
4244,Diversified Arbitrary Style Transfer via Deep Feature Perturbation,"Zhizhong Wang, Lei Zhao, Haibo Chen, Lihong Qiu, Qihang Mo, Sihuan Lin, Wei Xing, Dongming Lu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
4679,MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks,"Animesh Karnewar, Oliver Wang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
4686,Overcoming Multi-Model Forgetting in One-Shot NAS With Diversity Maximization,"Miao Zhang, Huiqi Li, Shirui Pan, Xiaojun Chang, Steven Su","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
4942,Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,"Mohsen Joneidi, Saeed Vahidian, Ashkan Esmaeili, Weijia Wang, Nazanin Rahnavard, Bill Lin, Mubarak Shah","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
4988,Neural Point Cloud Rendering via Multi-Plane Projection,"Peng Dai, Yinda Zhang, Zhuwen Li, Shuaicheng Liu, Bing Zeng","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5070,Wish You Were Here: Context-Aware Human Generation,"Oran Gafni, Lior Wolf","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5162,Towards Photo-Realistic Virtual Try-On by Adaptively Generating↔Preserving Image Content,"Han Yang, Ruimao Zhang, Xiaobao Guo, Wei Liu, Wangmeng Zuo, Ping Luo","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5192,Breaking the Cycle – Colleagues Are All You Need,"Ori Nizan, Ayellet Tal","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5211,Local Class-Specific and Global Image-Level Generative Adversarial Networks for Semantic-Guided Scene Generation,"Hao Tang, Dan Xu, Yan Yan, Philip H.S. Torr, Nicu Sebe","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5263,ManiGAN: Text-Guided Image Manipulation,"Bowen Li, Xiaojuan Qi, Thomas Lukasiewicz, Philip H.S. Torr","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5427,Watch Your Up-Convolution: CNN Based Generative Deep Neural Networks Are Failing to Reproduce Spectral Distributions,"Ricard Durall, Margret Keuper, Janis Keuper","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5455,Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,"Patrick Knöbelreiter, Christian Sormann, Alexander Shekhovtsov, Friedrich Fraundorfer, Thomas Pock","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5559,Barycenters of Natural Images ­ Constrained Wasserstein Barycenters for Image Morphing,"Dror Simon, Aviad Aberdam","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5596,Guided Variational Autoencoder for Disentanglement Learning,"Zheng Ding, Yifan Xu, Weijian Xu, Gaurav Parmar, Yang Yang, Max Welling, Zhuowen Tu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5700,Cross-Spectral Face Hallucination via Disentangling Independent Factors,"Boyan Duan, Chaoyou Fu, Yi Li, Xingguang Song, Ran He","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5734,Learned Image Compression With Discretized Gaussian Mixture Likelihoods and Attention Modules,"Zhengxue Cheng, Heming Sun, Masaru Takeuchi, Jiro Katto","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5757,C-Flow: Conditional Generative Flow Models for Images and 3D Point Clouds,"Albert Pumarola, Stefan Popov, Francesc Moreno-Noguer, Vittorio Ferrari","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5767,Cogradient Descent for Bilinear Optimization,"Li'an Zhuo, Baochang Zhang, Linlin Yang, Hanlin Chen, Qixiang Ye, David Doermann, Rongrong Ji, Guodong Guo","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5819,Instance-Aware Image Colorization,"Jheng-Wei Su, Hung-Kuo Chu, Jia-Bin Huang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
5829,Joint Training of Variational Auto-Encoder and Latent Energy-Based Model,"Tian Han, Erik Nijkamp, Linqi Zhou, Bo Pang, Song-Chun Zhu, Ying Nian Wu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6067,Adaptive Loss-Aware Quantization for Multi-Bit Networks,"Zhongnan Qu, Zimu Zhou, Yun Cheng, Lothar Thiele","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6069,ScopeFlow: Dynamic Scene Scoping for Optical Flow,"Aviram Bar-Haim, Lior Wolf","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6096,Video Super-Resolution With Temporal Group Attention,"Takashi Isobe, Songjiang Li, Xu Jia, Shanxin Yuan, Gregory Slabaugh, Chunjing Xu, Ya-Li Li, Shengjin Wang, Qi Tian","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6101,Group Sparsity: The Hinge Between Filter Pruning and Decomposition for Network Compression,"Yawei Li, Shuhang Gu, Christoph Mayer, Luc Van Gool, Radu Timofte","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6222,3D Photography Using Context-Aware Layered Depth Inpainting,"Meng-Li Shih, Shih-Yang Su, Johannes Kopf, Jia-Bin Huang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6260,MixNMatch: Multifactor Disentanglement and Encoding for Conditional Image Generation,"Yuheng Li, Krishna Kumar Singh, Utkarsh Ojha, Yong Jae Lee","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6447,Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,"Yerlan Idelbayev, Miguel Á. Carreira-Perpiñán","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6546,Global Texture Enhancement for Fake Face Detection in the Wild,"Zhengzhe Liu, Xiaojuan Qi, Philip H.S. Torr","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6560,Panoptic-Based Image Synthesis,"Aysegul Dundar, Karan Sapra, Guilin Liu, Andrew Tao, Bryan Catanzaro","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6586,Lighthouse: Predicting Lighting Volumes for Spatially-Coherent Illumination,"Pratul P. Srinivasan, Ben Mildenhall, Matthew Tancik, Jonathan T. Barron, Richard Tucker, Noah Snavely","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6791,Learning to Cartoonize Using White-Box Cartoon Representations,"Xinrui Wang, Jinze Yu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6840,End-to-End Learnable Geometric Vision by Backpropagating PnP Optimization,"Bo Chen, Álvaro Parra, Jiewei Cao, Nan Li, Tat-Jun Chin","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6869,Analyzing and Improving the Image Quality of StyleGAN,"Tero Karras, Samuli Laine, Miika Aittala, Janne Hellsten, Jaakko Lehtinen, Timo Aila","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6890,Fashion Editing With Adversarial Parsing Learning,"Haoye Dong, Xiaodan Liang, Yixuan Zhang, Xujie Zhang, Xiaohui Shen, Zhenyu Xie, Bowen Wu, Jian Yin","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6898,Augment Your Batch: Improving Generalization Through Instance Repetition,"Elad Hoffer, Tal Ben-Nun, Itay Hubara, Niv Giladi, Torsten Hoefler, Daniel Soudry","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6919,ARShadowGAN: Shadow Generative Adversarial Network for Augmented Reality in Single Light Scenes,"Daquan Liu, Chengjiang Long, Hongpan Zhang, Hanning Yu, Xinzhi Dong, Chunxia Xiao","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
6929,An End-to-End Edge Aggregation Network for Moving Object Segmentation,"Prashant W. Patil, Kuldeep M. Biradar, Akshay Dudhane, Subrahmanyam Murala","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7027,Learning Video Stabilization Using Optical Flow,"Jiyang Yu, Ravi Ramamoorthi","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7098,Reusing Discriminators for Encoding: Towards Unsupervised Image-to-Image Translation,"Runfa Chen, Wenbing Huang, Binghui Huang, Fuchun Sun, Bin Fang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7141,Robust Design of Deep Neural Networks Against Adversarial Attacks Based on Lyapunov Theory,"Arash Rahnama, Andre T. Nguyen, Edward Raff","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7261,StarGAN v2: Diverse Image Synthesis for Multiple Domains,"Yunjey Choi, Youngjung Uh, Jaejun Yoo, Jung-Woo Ha","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7307,Warping Residual Based Image Stitching for Large Parallax,"Kyu-Yul Lee, Jae-Young Sim","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7361,A U-Net Based Discriminator for Generative Adversarial Networks,"Edgar Schönfeld, Bernt Schiele, Anna Khoreva","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7374,Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping,"Ran Yi, Yong-Jin Liu, Yu-Kun Lai, Paul L. Rosin","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7404,When to Use Convolutional Neural Networks for Inverse Problems,"Nathaniel Chodosh, Simon Lucey","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7427,"LUVLi Face Alignment: Estimating Landmarks’ Location, Uncertainty, and Visibility Likelihood","Abhinav Kumar, Tim K. Marks, Wenxuan Mou, Ye Wang, Michael Jones, Anoop Cherian, Toshiaki Koike-Akino, Xiaoming Liu, Chen Feng","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7437,Affinity Graph Supervision for Visual Recognition,"Chu Wang, Babak Samari, Vladimir G. Kim, Siddhartha Chaudhuri, Kaleem Siddiqi","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7581,Unsupervised Magnification of Posture Deviations Across Subjects,"Michael Dorkenwald, Uta Büchler, Björn Ommer","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7586,Accurate Estimation of Body Height From a Single Depth Image via a Four-Stage Developing Network,"Fukun Yin, Shizhe Zhou","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7640,Fast Soft Color Segmentation,"Naofumi Akimoto, Huachun Zhu, Yanghua Jin, Yoshimitsu Aoki","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7681,Global Optimality for Point Set Registration Using Semidefinite Programming,"José Pedro Iglesias, Carl Olsson, Fredrik Kahl","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7705,Image2StyleGAN++: How to Edit the Embedded Images?,"Rameen Abdal, Yipeng Qin, Peter Wonka","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7708,SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,"Yanru Huang, Feiyu Zhu, Zheni Zeng, Xi Qiu, Yuan Shen, Jianan Wu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7715,"EventSR: From Asynchronous Events to Image Reconstruction, Restoration, and Super-Resolution via End-to-End Adversarial Learning","Lin Wang, Tae-Kyun Kim, Kuk-Jin Yoon","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7718,Hierarchical Pyramid Diverse Attention Networks for Face Recognition,"Qiangchang Wang, Tianyi Wu, He Zheng, Guodong Guo","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7752,RGBD-Dog: Predicting Canine Pose from RGBD Sensors,"Sinéad Kearney, Wenbin Li, Martin Parsons, Kwang In Kim, Darren Cosker","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7753,Multi-Scale Progressive Fusion Network for Single Image Deraining,"Kui Jiang, Zhongyuan Wang, Peng Yi, Chen Chen, Baojin Huang, Yimin Luo, Jiayi Ma, Junjun Jiang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7819,Learning a Neural 3D Texture Space From 2D Exemplars,"Philipp Henzler, Niloy J. Mitra, Tobias Ritschel","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7923,BachGAN: High-Resolution Image Synthesis From Salient Object Layout,"Yandong Li, Yu Cheng, Zhe Gan, Licheng Yu, Liqiang Wang, Jingjing Liu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
7962,Rethinking Data Augmentation for Image Super-resolution: A Comprehensive Analysis and a New Strategy,"Jaejun Yoo, Namhyuk Ahn, Kyung-Ah Sohn","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8010,On Positive-Unlabeled Classification in GAN,"Tianyu Guo, Chang Xu, Jiajun Huang, Yunhe Wang, Boxin Shi, Chao Xu, Dacheng Tao","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8239,DoveNet: Deep Image Harmonization via Domain Verification,"Wenyan Cong, Jianfu Zhang, Li Niu, Liu Liu, Zhixin Ling, Weiyuan Li, Liqing Zhang","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8383,Noise Robust Generative Adversarial Networks,"Takuhiro Kaneko, Tatsuya Harada","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8386,Normalizing Flows With Multi-Scale Autoregressive Priors,"Apratim Bhattacharyya, Shweta Mahajan, Mario Fritz, Bernt Schiele, Stefan Roth","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8652,Robust Reference-Based Super-Resolution With Similarity-Aware Deformable Convolution,"Gyumin Shim, Jinsun Park, In So Kweon","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8704,Painting Many Pasts: Synthesizing Time Lapse Videos of Paintings,"Amy Zhao, Guha Balakrishnan, Kathleen M. Lewis, Frédo Durand, John V. Guttag, Adrian V. Dalca","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8818,GeoDA: A Geometric Framework for Black-Box Adversarial Attacks,"Ali Rahmati, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard, Huaiyu Dai","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
8988,GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,"Seongwook Yoon, Sanghoon Sull","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9408,An Internal Covariate Shift Bounding Algorithm for Deep Neural Networks by Unitizing Layers’ Outputs,"You Huang, Yuanlong Yu","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9438,A Unified Optimization Framework for Low-Rank Inducing Penalties,"Marcus Valtonen Örnhag, Carl Olsson","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9458,Single-Side Domain Generalization for Face Anti-Spoofing,"Yunpei Jia, Jie Zhang, Shiguang Shan, Xilin Chen","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9580,The Knowledge Within: Methods for Data-Free Model Compression,"Matan Haroush, Itay Hubara, Elad Hoffer, Daniel Soudry","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9692,Scale-Space Flow for End-to-End Optimized Video Compression,"Eirikur Agustsson, David Minnen, Nick Johnston, Johannes Ballé, Sung Jin Hwang, George Toderici","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
9779,Dynamic Neural Relational Inference,"Colin Graber, Alexander G. Schwing","Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods",False
1628,Real-Time Panoptic Segmentation From Dense Detections,"Rui Hou, Jie Li, Arjun Bhargava, Allan Raventos, Vitor Guizilini, Chao Fang, Jerome Lynch, Adrien Gaidon","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
2678,Deep Snake for Real-Time Instance Segmentation,"Sida Peng, Wen Jiang, Huaijin Pi, Xiuli Li, Hujun Bao, Xiaowei Zhou","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
6607,AdaCoSeg: Adaptive Shape Co-Segmentation With Group Consistency Loss,"Chenyang Zhu, Kai Xu, Siddhartha Chaudhuri, Li Yi, Leonidas J. Guibas, Hao Zhang","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
4255,Learning Dynamic Routing for Semantic Segmentation,"Yanwei Li, Lin Song, Yukang Chen, Zeming Li, Xiangyu Zhang, Xingang Wang, Jian Sun","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
2302,Boosting Semantic Human Matting With Coarse Annotations,"Jinlin Liu, Yuan Yao, Wendi Hou, Miaomiao Cui, Xuansong Xie, Changshui Zhang, Xian-Sheng Hua","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
5049,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation,"Hao Chen, Kunyang Sun, Zhi Tian, Chunhua Shen, Yongming Huang, Youliang Yan","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
2097,UC-Net: Uncertainty Inspired RGB-D Saliency Detection via Conditional Variational Autoencoders,"Jing Zhang, Deng-Ping Fan, Yuchao Dai, Saeed Anwar, Fatemeh Sadat Saleh, Tong Zhang, Nick Barnes","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
9046,Deep Geometric Functional Maps: Robust Feature Learning for Shape Correspondence,"Nicolas Donati, Abhishek Sharma, Maks Ovsjanikov","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
10224,Deep Polarization Cues for Transparent Object Segmentation,"Agastya Kalra, Vage Taamazyan, Supreeth Krishna Rao, Kartik Venkataraman, Ramesh Raskar, Achuta Kadambi","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
4514,DualConvMesh-Net: Joint Geodesic and Euclidean Convolutions on 3D Meshes,"Jonas Schult, Francis Engelmann, Theodora Kontogianni, Bastian Leibe","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
9681,F-BRS: Rethinking Backpropagating Refinement for Interactive Segmentation,"Konstantin Sofiiuk, Ilia Petrov, Olga Barinova, Anton Konushin","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
8063,Approximating shapes in images with low-complexity polygons,"Muxingzi Li, Florent Lafarge, Renaud Marlet","Oral 2.4A — Segmentation, Grouping and Shape (1)",True
4310,Towards Visually Explaining Variational Autoencoders,"Wenqian Liu, Runze Li, Meng Zheng, Srikrishna Karanam, Ziyan Wu, Bir Bhanu, Richard J. Radke, Octavia Camps","Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision",True
7321,Towards Global Explanations of Convolutional Neural Networks With Concept Attribution,"Weibin Wu, Yuxin Su, Xixian Chen, Shenglin Zhao, Irwin King, Michael R. Lyu, Yu-Wing Tai","Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision",True
10682,Interpretable and Accurate Fine-grained Recognition via Region Grouping,"Zixuan Huang, Yin Li","Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision",True
10465,SAM: The Sensitivity of Attribution Methods to Hyperparameters,"Naman Bansal, Chirag Agarwal, Anh Nguyen","Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision",True
10190,High-Frequency Component Helps Explain the Generalization of Convolutional Neural Networks,"Haohan Wang, Xindi Wu, Zeyi Huang, Eric P. Xing","Oral 2.4B — Explainable AI; Fairness, Accountability, Transparency and Ethics in Vision",True
